"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.861426290E-1,-3.000000026E-3,4.905000329E-2,9.829050064E0
3.886429390E-1,4.050000105E-3,4.395000264E-2,9.831000328E0
3.911433220E-1,2.295000106E-2,5.805000290E-2,9.826950073E0
3.936436260E-1,6.000000052E-3,3.705000132E-2,9.841050148E0
3.961441630E-1,1.305000018E-2,3.900000080E-2,9.847950935E0
3.986444720E-1,-7.050000131E-3,3.405000269E-2,9.855000496E0
4.011448550E-1,3.195000067E-2,3.195000067E-2,9.862950325E0
4.036451650E-1,3.000000119E-2,3.000000119E-2,9.843000412E0
4.061457010E-1,3.705000132E-2,2.505000122E-2,9.843000412E0
4.086460110E-1,3.900000080E-2,1.800000109E-2,9.846000671E0
4.111463940E-1,2.505000122E-2,3.405000269E-2,9.829050064E0
4.136466940E-1,1.305000018E-2,3.705000132E-2,9.838950157E0
4.161472310E-1,1.605000161E-2,2.700000070E-2,9.829050064E0
4.186476170E-1,3.705000132E-2,1.500000060E-2,9.838950157E0
4.211479250E-1,-3.000000026E-3,5.805000290E-2,9.834000587E0
4.236484620E-1,-7.050000131E-3,7.995000482E-2,9.835950851E0
4.261487900E-1,0.000000000E0,3.705000132E-2,9.841050148E0
4.286491730E-1,7.950000465E-3,3.900000080E-2,9.835950851E0
4.311494830E-1,-7.050000131E-3,3.900000080E-2,9.838950157E0
4.336500190E-1,-2.205000073E-2,4.395000264E-2,9.853050232E0
4.361503290E-1,-3.105000220E-2,3.195000067E-2,9.826950073E0
4.386506360E-1,-2.700000070E-2,3.405000269E-2,9.841050148E0
4.411510190E-1,-1.905000024E-2,1.500000060E-2,9.838950157E0
4.436513290E-1,-4.950000439E-3,1.050000079E-3,9.843000412E0
4.461518650E-1,-1.200000010E-2,-1.050000079E-3,9.853050232E0
4.486521750E-1,-3.105000220E-2,-1.305000018E-2,9.855000496E0
4.511525580E-1,-4.950000439E-3,1.800000109E-2,9.850950241E0
4.536528670E-1,0.000000000E0,-4.950000439E-3,9.855000496E0
4.561534040E-1,1.605000161E-2,7.950000465E-3,9.835950851E0
4.586537130E-1,-7.050000131E-3,-7.950000465E-3,9.826950073E0
4.611540960E-1,-1.695000008E-2,7.950000465E-3,9.831000328E0
4.636544060E-1,1.095000096E-2,1.800000109E-2,9.823950768E0
4.661549420E-1,1.050000079E-3,3.405000269E-2,9.853050232E0
4.686552570E-1,-4.950000439E-3,1.995000057E-2,9.841050148E0
4.711556400E-1,-1.905000024E-2,1.305000018E-2,9.850950241E0
4.736559490E-1,-1.200000010E-2,3.405000269E-2,9.843000412E0
4.761564860E-1,-1.695000008E-2,3.195000067E-2,9.838950157E0
4.786567790E-1,-2.400000021E-2,3.000000119E-2,9.826950073E0
4.811571620E-1,-3.105000220E-2,1.800000109E-2,9.834000587E0
4.836574720E-1,-3.900000080E-2,3.405000269E-2,9.819000244E0
4.861580080E-1,-3.900000080E-2,-1.050000079E-3,9.838950157E0
4.886582990E-1,-2.895000204E-2,-3.000000026E-3,9.847950935E0
4.911586810E-1,-2.400000021E-2,-1.305000018E-2,9.841050148E0
4.936589910E-1,-3.600000218E-2,-7.950000465E-3,9.834000587E0
4.961595280E-1,-3.405000269E-2,-2.205000073E-2,9.855000496E0
4.986598370E-1,-3.600000218E-2,-2.505000122E-2,9.853050232E0
5.011602200E-1,-1.005000062E-2,-1.305000018E-2,9.841050148E0
5.036607580E-1,-2.700000070E-2,-2.505000122E-2,9.853050232E0
5.061610680E-1,-2.205000073E-2,-1.005000062E-2,9.841050148E0
5.086614410E-1,0.000000000E0,-1.005000062E-2,9.850950241E0
5.111617500E-1,-2.205000073E-2,-4.950000439E-3,9.846000671E0
5.136622870E-1,-4.950000439E-3,6.000000052E-3,9.838950157E0
5.161625970E-1,6.000000052E-3,1.005000062E-2,9.847950935E0
5.186629890E-1,-1.005000062E-2,7.950000465E-3,9.838950157E0
5.211632990E-1,-1.905000024E-2,3.405000269E-2,9.838950157E0
5.236638350E-1,-3.105000220E-2,6.000000052E-3,9.829050064E0
5.261641450E-1,-2.895000204E-2,3.000000026E-3,9.834000587E0
5.286645180E-1,-1.500000060E-2,-4.950000439E-3,9.826950073E0
5.311648270E-1,-2.700000070E-2,-1.305000018E-2,9.829050064E0
5.336651350E-1,-2.895000204E-2,-1.050000079E-3,9.870000839E0
5.361656720E-1,-3.105000220E-2,-7.950000465E-3,9.841050148E0
5.386659810E-1,-1.500000060E-2,-1.695000008E-2,9.843000412E0
5.411663640E-1,-2.400000021E-2,-2.895000204E-2,9.843000412E0
5.436666740E-1,-3.105000220E-2,-2.895000204E-2,9.859950066E0
5.461672100E-1,-4.305000231E-2,-4.395000264E-2,9.858000755E0
5.486675970E-1,-1.500000060E-2,-2.700000070E-2,9.841050148E0
5.511678950E-1,-1.500000060E-2,-3.405000269E-2,9.843000412E0
5.536684320E-1,-1.200000010E-2,-3.405000269E-2,9.850950241E0
5.561687420E-1,-7.050000131E-3,-3.195000067E-2,9.829050064E0
5.586691240E-1,-3.105000220E-2,-2.505000122E-2,9.846000671E0
5.611694340E-1,-2.700000070E-2,-2.205000073E-2,9.843000412E0
5.636699700E-1,-2.205000073E-2,-1.050000079E-3,9.846000671E0
5.661702800E-1,-7.050000131E-3,-1.050000079E-3,9.843000412E0
5.686706630E-1,-1.695000008E-2,-3.000000026E-3,9.853050232E0
5.711709620E-1,-1.005000062E-2,-3.000000026E-3,9.847950935E0
5.736714990E-1,-7.050000131E-3,-3.000000026E-3,9.843000412E0
5.761718090E-1,-1.500000060E-2,1.050000079E-3,9.841050148E0
5.786721910E-1,-3.105000220E-2,-3.000000026E-3,9.835950851E0
5.811725010E-1,-2.205000073E-2,-3.405000269E-2,9.838950157E0
5.836728040E-1,-7.050000131E-3,-2.895000204E-2,9.841050148E0
5.861733400E-1,-2.700000070E-2,-3.900000080E-2,9.846000671E0
5.886737270E-1,-3.105000220E-2,-4.095000029E-2,9.850950241E0
5.911740340E-1,-3.105000220E-2,-2.505000122E-2,9.862950325E0
5.936745520E-1,-3.600000218E-2,-2.505000122E-2,9.838950157E0
5.961748620E-1,-3.105000220E-2,-4.800000042E-2,9.835950851E0
5.986752440E-1,-3.600000218E-2,-4.395000264E-2,9.846000671E0
6.011755540E-1,-2.400000021E-2,-4.800000042E-2,9.829050064E0
6.036760610E-1,-4.950000439E-3,-2.700000070E-2,9.826950073E0
6.061763710E-1,-2.400000021E-2,-2.205000073E-2,9.847950935E0
6.086767540E-1,-2.700000070E-2,-2.205000073E-2,9.835950851E0
6.111770630E-1,-1.905000024E-2,-2.700000070E-2,9.835950851E0
6.136775860E-1,-1.905000024E-2,-1.500000060E-2,9.850950241E0
6.161778950E-1,-2.400000021E-2,-2.205000073E-2,9.859950066E0
6.186782780E-1,-2.205000073E-2,-3.000000026E-3,9.834000587E0
6.211785880E-1,-3.105000220E-2,-1.050000079E-3,9.838950157E0
6.236791190E-1,-4.605000094E-2,-1.305000018E-2,9.834000587E0
6.261795060E-1,-2.400000021E-2,-1.305000018E-2,9.850950241E0
6.286798140E-1,-4.305000231E-2,1.305000018E-2,9.841050148E0
6.311803500E-1,-4.605000094E-2,3.000000026E-3,9.847950935E0
6.336806550E-1,-5.805000290E-2,-1.695000008E-2,9.853050232E0
6.361809620E-1,-3.900000080E-2,-1.695000008E-2,9.835950851E0
6.386813450E-1,-4.305000231E-2,-2.895000204E-2,9.859950066E0
6.411816550E-1,-3.405000269E-2,-2.505000122E-2,9.838950157E0
6.436822010E-1,-5.295000225E-2,-2.700000070E-2,9.858000755E0
6.461825110E-1,-4.800000042E-2,-2.895000204E-2,9.858000755E0
6.486828940E-1,-5.100000277E-2,-1.695000008E-2,9.855000496E0
6.511832030E-1,-4.800000042E-2,-2.505000122E-2,9.834000587E0
6.536837400E-1,-4.800000042E-2,-2.205000073E-2,9.843000412E0
6.561840540E-1,-5.100000277E-2,-7.950000465E-3,9.858000755E0
6.586844370E-1,-5.295000225E-2,-3.000000026E-3,9.846000671E0
6.611847470E-1,-5.505000427E-2,7.950000465E-3,9.855000496E0
6.636852830E-1,-2.205000073E-2,2.700000070E-2,9.829050064E0
6.661856560E-1,-4.095000029E-2,3.195000067E-2,9.814950943E0
6.686859640E-1,-4.800000042E-2,3.000000026E-3,9.822000504E0
6.711865000E-1,-4.800000042E-2,7.950000465E-3,9.838950157E0
6.736868100E-1,-5.805000290E-2,2.205000073E-2,9.850950241E0
6.761871870E-1,-5.100000277E-2,2.205000073E-2,9.823950768E0
6.786874970E-1,-5.295000225E-2,2.700000070E-2,9.841050148E0
6.811880330E-1,-4.800000042E-2,2.505000122E-2,9.858000755E0
6.836883430E-1,-7.695000619E-2,1.305000018E-2,9.847950935E0
6.861887210E-1,-6.495000422E-2,-3.000000026E-3,9.858000755E0
6.886890300E-1,-4.800000042E-2,1.500000060E-2,9.843000412E0
6.911893380E-1,-5.805000290E-2,3.000000026E-3,9.838950157E0
6.936898750E-1,-7.200000435E-2,-1.050000079E-3,9.838950157E0
6.961901650E-1,-7.200000435E-2,-1.005000062E-2,9.843000412E0
6.986905480E-1,-6.495000422E-2,3.000000026E-3,9.843000412E0
7.011910860E-1,-7.695000619E-2,1.305000018E-2,9.865050316E0
7.036913960E-1,-7.395000011E-2,3.000000119E-2,9.859950066E0
7.061917790E-1,-7.200000435E-2,1.995000057E-2,9.841050148E0
7.086920830E-1,-6.495000422E-2,3.195000067E-2,9.838950157E0
7.111926200E-1,-6.000000238E-2,2.700000070E-2,9.834000587E0
7.136929300E-1,-4.095000029E-2,3.000000119E-2,9.831000328E0
7.161933120E-1,-6.000000238E-2,5.295000225E-2,9.831000328E0
7.186936220E-1,-5.295000225E-2,7.500000298E-2,9.846000671E0
7.211941580E-1,-4.605000094E-2,3.705000132E-2,9.847950935E0
7.236944680E-1,-4.800000042E-2,2.700000070E-2,9.847950935E0
7.261948510E-1,-3.900000080E-2,4.605000094E-2,9.847950935E0
7.286951650E-1,-6.000000238E-2,3.900000080E-2,9.850950241E0
7.311957020E-1,-5.805000290E-2,4.605000094E-2,9.846000671E0
7.336960120E-1,-5.805000290E-2,4.605000094E-2,9.841050148E0
7.361963940E-1,-4.800000042E-2,3.195000067E-2,9.834000587E0
7.386967280E-1,-3.900000080E-2,3.000000119E-2,9.838950157E0
7.411972640E-1,-5.295000225E-2,1.995000057E-2,9.847950935E0
7.436975740E-1,-6.495000422E-2,1.995000057E-2,9.838950157E0
7.461979570E-1,-6.000000238E-2,3.405000269E-2,9.835950851E0
7.486982710E-1,-7.905000448E-2,1.005000062E-2,9.843000412E0
7.511988080E-1,-5.505000427E-2,3.405000269E-2,9.846000671E0
7.536991180E-1,-3.600000218E-2,3.405000269E-2,9.841050148E0
7.561995000E-1,-6.000000238E-2,6.105000153E-2,9.847950935E0
7.586998100E-1,-4.800000042E-2,6.495000422E-2,9.835950851E0
7.612003410E-1,-3.900000080E-2,4.905000329E-2,9.829050064E0
7.637006510E-1,-4.095000029E-2,6.105000153E-2,9.826950073E0
7.662010340E-1,-1.500000060E-2,7.304999977E-2,9.835950851E0
7.687013430E-1,-1.905000024E-2,7.005000114E-2,9.847950935E0
7.712019130E-1,-2.700000070E-2,7.695000619E-2,9.847950935E0
7.737022230E-1,-1.500000060E-2,7.995000482E-2,9.859950066E0
7.762026050E-1,-3.000000026E-3,5.595000088E-2,9.835950851E0
7.787029150E-1,-1.695000008E-2,6.495000422E-2,9.838950157E0
7.812034610E-1,-1.500000060E-2,5.295000225E-2,9.835950851E0
7.837038480E-1,-1.905000024E-2,5.595000088E-2,9.835950851E0
7.862041560E-1,-1.695000008E-2,5.595000088E-2,9.850950241E0
7.887046920E-1,-1.695000008E-2,4.395000264E-2,9.850950241E0
7.912050020E-1,-2.205000073E-2,5.100000277E-2,9.843000412E0
7.937053840E-1,-1.905000024E-2,4.605000094E-2,9.834000587E0
7.962056940E-1,-2.205000073E-2,4.095000029E-2,9.835950851E0
7.987060020E-1,-2.400000021E-2,5.295000225E-2,9.834000587E0
8.012065380E-1,-2.895000204E-2,5.100000277E-2,9.841050148E0
8.037068190E-1,-3.105000220E-2,6.300000101E-2,9.855000496E0
8.062072020E-1,-7.050000131E-3,6.300000101E-2,9.835950851E0
8.087075110E-1,0.000000000E0,6.495000422E-2,9.831000328E0
8.112080480E-1,-4.950000439E-3,8.205000311E-2,9.823950768E0
8.137083570E-1,7.950000465E-3,7.500000298E-2,9.846000671E0
8.162087400E-1,1.050000079E-3,8.700000495E-2,9.843000412E0
8.187092790E-1,-3.000000026E-3,8.505000174E-2,9.838950157E0
8.212095880E-1,1.995000057E-2,8.700000495E-2,9.841050148E0
8.237099950E-1,3.900000080E-2,8.505000174E-2,9.853050232E0
8.262103050E-1,3.195000067E-2,8.895000070E-2,9.850950241E0
8.287108410E-1,3.705000132E-2,1.110000089E-1,9.858000755E0
8.312111510E-1,1.995000057E-2,7.304999977E-2,9.826950073E0
8.337115330E-1,4.695000127E-2,6.105000153E-2,9.846000671E0
8.362118430E-1,2.805000171E-2,4.605000094E-2,9.841050148E0
8.387123800E-1,1.305000018E-2,6.105000153E-2,9.853050232E0
8.412126890E-1,1.305000018E-2,7.005000114E-2,9.853050232E0
8.437129970E-1,-3.000000026E-3,5.595000088E-2,9.843000412E0
8.462133610E-1,1.995000057E-2,7.695000619E-2,9.834000587E0
8.487138990E-1,1.800000109E-2,6.300000101E-2,9.838950157E0
8.512142090E-1,1.800000109E-2,6.300000101E-2,9.843000412E0
8.537145910E-1,1.095000096E-2,5.595000088E-2,9.841050148E0
8.562151300E-1,2.805000171E-2,6.495000422E-2,9.838950157E0
8.587154400E-1,2.805000171E-2,8.895000070E-2,9.843000412E0
8.612157470E-1,4.200000316E-2,8.895000070E-2,9.831000328E0
8.637161300E-1,4.200000316E-2,8.895000070E-2,9.853050232E0
8.662164490E-1,4.905000329E-2,1.009500027E-1,9.838950157E0
8.687169850E-1,5.400000140E-2,9.705000371E-2,9.822000504E0
8.712172950E-1,5.595000088E-2,9.705000371E-2,9.853050232E0
8.737176770E-1,3.705000132E-2,9.405000508E-2,9.843000412E0
8.762179780E-1,3.705000132E-2,9.705000371E-2,9.831000328E0
8.787185140E-1,3.900000080E-2,1.090500057E-1,9.843000412E0
8.812188240E-1,4.200000316E-2,7.695000619E-2,9.838950157E0
8.837192070E-1,5.100000277E-2,8.505000174E-2,9.846000671E0
8.862195170E-1,4.200000316E-2,7.005000114E-2,9.843000412E0
8.887200430E-1,3.705000132E-2,5.805000290E-2,9.850950241E0
8.912203530E-1,1.305000018E-2,6.300000101E-2,9.847950935E0
8.937207350E-1,3.495000303E-2,6.795000285E-2,9.831000328E0
8.962210450E-1,2.295000106E-2,7.304999977E-2,9.847950935E0
8.987215470E-1,1.800000109E-2,6.495000422E-2,9.850950241E0
9.012218570E-1,1.605000161E-2,7.500000298E-2,9.846000671E0
9.037222400E-1,2.805000171E-2,9.705000371E-2,9.846000671E0
9.062225490E-1,3.705000132E-2,9.405000508E-2,9.826950073E0
9.087230860E-1,4.395000264E-2,7.695000619E-2,9.850950241E0
9.112233960E-1,2.805000171E-2,1.039500013E-1,9.841050148E0
9.137237780E-1,4.905000329E-2,1.129500046E-1,9.846000671E0
9.162240880E-1,3.705000132E-2,1.090500057E-1,9.834000587E0
9.187246240E-1,6.300000101E-2,1.060500070E-1,9.847950935E0
9.212249440E-1,8.295000345E-2,9.195000678E-2,9.834000587E0
9.237253270E-1,5.895000324E-2,8.505000174E-2,9.838950157E0
9.262256360E-1,4.905000329E-2,8.205000311E-2,9.850950241E0
9.287261730E-1,2.295000106E-2,9.195000678E-2,9.855000496E0
9.312265600E-1,4.695000127E-2,9.900000691E-2,9.829050064E0
9.337268670E-1,4.395000264E-2,8.895000070E-2,9.838950157E0
9.362274040E-1,2.295000106E-2,8.205000311E-2,9.846000671E0
9.387276890E-1,6.000000052E-3,6.495000422E-2,9.855000496E0
9.412280720E-1,1.050000079E-3,7.500000298E-2,9.841050148E0
9.437283820E-1,6.000000052E-3,6.300000101E-2,9.850950241E0
9.462289180E-1,7.950000465E-3,6.495000422E-2,9.846000671E0
9.487292280E-1,1.800000109E-2,7.304999977E-2,9.826950073E0
9.512296110E-1,2.295000106E-2,5.595000088E-2,9.834000587E0
9.537299200E-1,1.800000109E-2,8.205000311E-2,9.841050148E0
9.562304570E-1,1.995000057E-2,8.505000174E-2,9.847950935E0
9.587307660E-1,4.200000316E-2,1.060500070E-1,9.841050148E0
9.612311490E-1,2.505000122E-2,8.700000495E-2,9.841050148E0
9.637314590E-1,4.200000316E-2,8.505000174E-2,9.823950768E0
9.662317660E-1,4.200000316E-2,8.895000070E-2,9.846000671E0
9.687323030E-1,4.695000127E-2,1.129500046E-1,9.847950935E0
9.712327170E-1,6.105000153E-2,9.405000508E-2,9.841050148E0
9.737330250E-1,4.395000264E-2,9.705000371E-2,9.858000755E0
9.762335620E-1,3.195000067E-2,8.505000174E-2,9.838950157E0
9.787338710E-1,1.995000057E-2,7.005000114E-2,9.841050148E0
9.812342540E-1,0.000000000E0,6.300000101E-2,9.846000671E0
9.837345490E-1,7.950000465E-3,6.495000422E-2,9.843000412E0
9.862350850E-1,1.305000018E-2,8.505000174E-2,9.850950241E0
9.887353950E-1,0.000000000E0,6.300000101E-2,9.855000496E0
9.912357770E-1,1.050000079E-3,5.295000225E-2,9.831000328E0
9.937360580E-1,-3.000000026E-3,6.300000101E-2,9.843000412E0
