"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.758678220E-1,1.005000062E-2,4.950000439E-3,9.859950066E0
7.783683620E-1,-1.695000008E-2,0.000000000E0,9.826950073E0
7.808687470E-1,-3.195000067E-2,-6.000000052E-3,9.838950157E0
7.833693600E-1,-6.300000101E-2,-4.050000105E-3,9.834000587E0
7.858699010E-1,-9.900000691E-2,1.950000064E-3,9.847950935E0
7.883702850E-1,-9.900000691E-2,4.950000439E-3,9.865050316E0
7.908708990E-1,-1.230000034E-1,1.200000010E-2,9.856050491E0
7.933714390E-1,-1.489500105E-1,-1.095000096E-2,9.834000587E0
7.958718240E-1,-1.590000093E-1,-9.000000544E-3,9.850950241E0
7.983723360E-1,-1.849500090E-1,-1.095000096E-2,9.841050148E0
8.008727230E-1,-2.110500038E-1,2.595000155E-2,9.834000587E0
8.033733360E-1,-2.329500169E-1,1.395000052E-2,9.841050148E0
8.058738770E-1,-2.209500074E-1,2.895000204E-2,9.846000671E0
8.083742750E-1,-2.179500163E-1,1.395000052E-2,9.829050064E0
8.108748890E-1,-2.089500129E-1,1.395000052E-2,9.825000763E0
8.133754290E-1,-2.160000056E-1,3.600000218E-2,9.826950073E0
8.158758140E-1,-2.020500153E-1,5.295000225E-2,9.832050323E0
8.183764420E-1,-2.070000172E-1,3.105000220E-2,9.838950157E0
8.208769830E-1,-1.870500147E-1,4.500000179E-2,9.853050232E0
8.233773670E-1,-1.680000126E-1,7.050000131E-3,9.847950935E0
8.258779810E-1,-1.369500011E-1,-9.000000544E-3,9.847950935E0
8.283784820E-1,-9.405000508E-2,-6.000000052E-3,9.850950241E0
8.308788670E-1,-7.500000298E-2,-3.495000303E-2,9.835950851E0
8.333794800E-1,-7.500000298E-2,-4.005000368E-2,9.820050240E0
8.358800210E-1,-4.605000094E-2,-6.405000389E-2,9.859950066E0
8.383804050E-1,-1.995000057E-2,-5.400000140E-2,9.865050316E0
8.408810190E-1,-7.950000465E-3,-4.695000127E-2,9.858000755E0
8.433815590E-1,1.050000079E-3,-5.700000376E-2,9.858000755E0
8.458819440E-1,4.095000029E-2,-6.795000285E-2,9.858000755E0
8.483825570E-1,3.900000080E-2,-6.105000153E-2,9.847950935E0
8.508830970E-1,5.100000277E-2,-7.605000585E-2,9.847950935E0
8.533834820E-1,6.300000101E-2,-4.500000179E-2,9.853050232E0
8.558840950E-1,6.495000422E-2,-3.495000303E-2,9.856050491E0
8.583846360E-1,5.805000290E-2,-2.805000171E-2,9.865050316E0
8.608850260E-1,6.105000153E-2,-1.800000109E-2,9.870000839E0
8.633856390E-1,7.500000298E-2,-2.100000158E-2,9.847950935E0
8.658859490E-1,4.605000094E-2,0.000000000E0,9.846000671E0
8.683865620E-1,1.995000057E-2,2.205000073E-2,9.844050407E0
8.708871060E-1,-1.305000018E-2,5.505000427E-2,9.834000587E0
8.733877210E-1,-3.705000132E-2,3.105000220E-2,9.858000755E0
8.758881080E-1,-3.405000269E-2,4.305000231E-2,9.856050491E0
8.783886440E-1,-2.505000122E-2,4.800000042E-2,9.844050407E0
8.808890310E-1,-5.100000277E-2,6.195000187E-2,9.844050407E0
8.833896440E-1,-4.605000094E-2,7.395000011E-2,9.834000587E0
8.858901840E-1,-7.695000619E-2,9.300000221E-2,9.826950073E0
8.883905690E-1,-8.895000070E-2,7.200000435E-2,9.850950241E0
8.908912010E-1,-7.695000619E-2,8.595000207E-2,9.871950150E0
8.933917420E-1,-6.795000285E-2,8.100000024E-2,9.877050400E0
8.958921270E-1,-7.695000619E-2,6.000000238E-2,9.858000755E0
8.983927400E-1,-4.905000329E-2,6.495000422E-2,9.853050232E0
9.008932800E-1,-3.900000080E-2,1.395000052E-2,9.835950851E0
9.033936700E-1,-6.300000101E-2,1.395000052E-2,9.834000587E0
9.058942070E-1,-4.395000264E-2,2.205000073E-2,9.835950851E0
9.083948220E-1,-5.295000225E-2,-6.000000052E-3,9.865050316E0
9.108952090E-1,-6.000000238E-2,-2.295000106E-2,9.862950325E0
9.133957450E-1,-5.100000277E-2,-3.299999982E-2,9.850950241E0
9.158963600E-1,-3.705000132E-2,-2.805000171E-2,9.829050064E0
9.183967470E-1,-4.605000094E-2,-3.000000119E-2,9.832050323E0
9.208972830E-1,-7.200000435E-2,-3.000000119E-2,9.847950935E0
9.233979080E-1,-9.405000508E-2,-3.000000119E-2,9.844050407E0
9.258982940E-1,-8.400000632E-2,-4.005000368E-2,9.870000839E0
9.283988310E-1,-9.900000691E-2,-3.000000119E-2,9.874950409E0
9.308994460E-1,-6.795000285E-2,-4.005000368E-2,9.846000671E0
9.333998330E-1,-6.795000285E-2,-5.400000140E-2,9.853050232E0
9.359003740E-1,-4.605000094E-2,-4.005000368E-2,9.838950157E0
9.384009900E-1,-5.805000290E-2,-3.495000303E-2,9.838950157E0
9.409013760E-1,-4.395000264E-2,-3.299999982E-2,9.832050323E0
9.434019130E-1,-7.005000114E-2,-3.299999982E-2,9.858000755E0
9.459025580E-1,-6.495000422E-2,-4.200000316E-2,9.865050316E0
9.484028680E-1,-5.805000290E-2,-2.505000122E-2,9.853050232E0
9.509034810E-1,-6.300000101E-2,-1.605000161E-2,9.856050491E0
9.534038680E-1,-7.005000114E-2,1.905000024E-2,9.835950851E0
9.559044090E-1,-5.100000277E-2,2.400000021E-2,9.825000763E0
9.584050250E-1,-6.300000101E-2,2.895000204E-2,9.838950157E0
9.609054110E-1,-6.795000285E-2,4.305000231E-2,9.871950150E0
9.634059480E-1,-5.595000088E-2,3.795000166E-2,9.853050232E0
