"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.896736820E-1,2.670000196E-1,-1.050000079E-3,9.820050240E0
8.921740690E-1,2.310000062E-1,3.299999982E-2,9.835950851E0
8.946743770E-1,2.470500171E-1,3.600000218E-2,9.859950066E0
8.971748790E-1,2.980500162E-1,6.705000252E-2,9.832050323E0
8.996752660E-1,3.100500107E-1,7.695000619E-2,9.832050323E0
9.021758020E-1,2.779500186E-1,7.695000619E-2,9.862950325E0
9.046761890E-1,2.899500132E-1,6.000000238E-2,9.847950935E0
9.071767250E-1,2.929500043E-1,7.695000619E-2,9.802950859E0
9.096770930E-1,2.860500216E-1,6.900000572E-2,9.825000763E0
9.121776290E-1,2.590500116E-1,8.100000024E-2,9.858000755E0
9.146780160E-1,2.899500132E-1,7.695000619E-2,9.846000671E0
9.171785530E-1,2.779500186E-1,8.400000632E-2,9.817050934E0
9.196789530E-1,2.710500062E-1,6.495000422E-2,9.844050407E0
9.221794900E-1,2.590500116E-1,4.305000231E-2,9.868050575E0
9.246798760E-1,2.860500216E-1,6.195000187E-2,9.820050240E0
9.271804130E-1,2.880000174E-1,4.095000029E-2,9.832050323E0
9.296807130E-1,2.740500271E-1,3.795000166E-2,9.853050232E0
9.321810960E-1,3.070500195E-1,3.600000218E-2,9.853050232E0
9.346816350E-1,3.409500122E-1,4.500000179E-2,9.814950943E0
9.371820210E-1,3.259500265E-1,6.000000238E-2,9.832050323E0
9.396825580E-1,3.240000010E-1,6.705000252E-2,9.870000839E0
9.421829580E-1,3.619500101E-1,5.505000427E-2,9.829050064E0
9.446834950E-1,3.720000088E-1,5.700000376E-2,9.801000595E0
9.471838810E-1,3.499500155E-1,8.400000632E-2,9.838950157E0
9.496844180E-1,3.649500310E-1,1.099500060E-1,9.865050316E0
9.521847410E-1,3.769500256E-1,1.200000048E-1,9.838950157E0
9.546853550E-1,3.840000033E-1,1.030500084E-1,9.826950073E0
9.571856650E-1,3.889500201E-1,6.495000422E-2,9.862950325E0
9.596860490E-1,3.910500109E-1,8.400000632E-2,9.838950157E0
9.621865860E-1,3.889500201E-1,1.030500084E-1,9.808050156E0
9.646869720E-1,3.720000088E-1,1.150500029E-1,9.826950073E0
9.671875090E-1,3.619500101E-1,1.030500084E-1,9.870000839E0
9.696878950E-1,4.030500054E-1,1.030500084E-1,9.841050148E0
9.721884370E-1,4.339500070E-1,8.895000070E-2,9.822000504E0
9.746888230E-1,3.859500289E-1,9.300000221E-2,9.870000839E0
9.771893600E-1,3.889500201E-1,1.170000061E-1,9.862950325E0
9.796897470E-1,4.150500298E-1,1.200000048E-1,9.820050240E0
9.821902690E-1,4.030500054E-1,1.030500084E-1,9.798000336E0
9.846905790E-1,4.170000255E-1,9.300000221E-2,9.844050407E0
9.871909610E-1,4.200000167E-1,1.240500063E-1,9.846000671E0
9.896915000E-1,4.320000112E-1,1.360500008E-1,9.826950073E0
9.921919150E-1,4.099500179E-1,1.390500069E-1,9.844050407E0
9.946924520E-1,4.050000310E-1,1.459500045E-1,9.862950325E0
